ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE
76,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,8,Strongly favor,33,"White, non-Hispanic",60+,BA or above,Independent,Male,69
77,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,2,Strongly oppose,3,"White, non-Hispanic",45-59,BA or above,Republican,Male,45
78,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,32,"Black, non-Hispanic",30-44,BA or above,Democrat,Male,44
79,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,1,Very strongly oppose,4,"White, non-Hispanic",60+,Some college,Democrat,Female,64
80,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,False,77,No opinion,8,Strongly favor,6,"White, non-Hispanic",45-59,Some college,Republican,Female,59
81,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,0,Extremely oppose,22,"White, non-Hispanic",60+,BA or above,Independent,Female,65
82,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,7,Moderately favor,18,"Asian, non-Hispanic",18-29,BA or above,Democrat,Female,29
83,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,5,"White, non-Hispanic",60+,BA or above,Democrat,Male,79
84,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,0,Extremely oppose,2,"2+, non-Hispanic",18-29,No HS diploma,Independent,Male,27
85,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,4,Slightly oppose,2,Strongly oppose,10,"White, non-Hispanic",30-44,HS graduate or equivalent,Republican,Female,36
86,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,9,Very strongly favor,37,"White, non-Hispanic",60+,BA or above,Independent,Male,67
87,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,0,Extremely oppose,34,"White, non-Hispanic",45-59,Some college,Republican,Female,49
88,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,8,Strongly favor,5,"White, non-Hispanic",60+,BA or above,Republican,Female,64
89,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,8,Strongly favor,29,"White, non-Hispanic",60+,HS graduate or equivalent,Republican,Male,61
90,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,6,Slightly favor,32,"White, non-Hispanic",45-59,BA or above,Democrat,Male,46
91,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,8,Strongly favor,32,"White, non-Hispanic",18-29,Some college,Independent,Male,23
92,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,0,Extremely oppose,26,"Other, non-Hispanic",30-44,BA or above,Independent,Male,42
93,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,8,Strongly favor,39,"White, non-Hispanic",18-29,Some college,Independent,Male,23
94,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,3,Moderately oppose,3,"Black, non-Hispanic",30-44,Some college,Democrat,Female,32
95,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,1,Very strongly oppose,0,Extremely oppose,37,"White, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Female,59
96,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,False,77,No opinion,6,Slightly favor,9,"White, non-Hispanic",18-29,Some college,Republican,Male,28
97,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,7,Moderately favor,21,"Black, non-Hispanic",18-29,Some college,Democrat,Female,21
98,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,2,Strongly oppose,3,"Black, non-Hispanic",30-44,No HS diploma,Independent,Female,44
99,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,8,Strongly favor,3,"2+, non-Hispanic",45-59,Some college,Republican,Male,56
100,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,6,Slightly favor,27,"White, non-Hispanic",60+,Some college,Republican,Female,79
101,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,9,Very strongly favor,38,"White, non-Hispanic",45-59,BA or above,Republican,Male,54
102,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,1,Very strongly oppose,40,"White, non-Hispanic",60+,BA or above,Democrat,Female,71
103,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,5,In the middle,29,"White, non-Hispanic",18-29,Some college,Democrat,Female,25
104,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,1,Very strongly oppose,11,"White, non-Hispanic",60+,BA or above,Democrat,Female,72
105,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,5,In the middle,29,"White, non-Hispanic",60+,Some college,Independent,Male,64
106,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,False,77,No opinion,8,Strongly favor,29,Hispanic,18-29,BA or above,Independent,Female,27
107,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,30,"White, non-Hispanic",60+,Some college,Democrat,Female,66
108,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,2,Strongly oppose,2,"White, non-Hispanic",30-44,BA or above,Democrat,Female,32
109,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,5,In the middle,7,"White, non-Hispanic",45-59,Some college,Independent,Female,46
110,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,False,7,Moderately favor,77,No opinion,15,"White, non-Hispanic",18-29,BA or above,Independent,Male,23
111,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,0,Extremely oppose,8,"White, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Female,57
112,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,5,In the middle,31,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,52
113,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,6,Slightly favor,10,"White, non-Hispanic",30-44,BA or above,Democrat,Female,36
114,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,1,Very strongly oppose,5,Hispanic,45-59,Some college,Democrat,Female,48
115,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,5,In the middle,39,Hispanic,45-59,No HS diploma,Republican,Female,56
116,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,0,Extremely oppose,16,"White, non-Hispanic",60+,BA or above,Independent,Female,76
117,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,False,77,No opinion,0,Extremely oppose,18,"White, non-Hispanic",45-59,BA or above,Independent,Female,47
118,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,4,Slightly oppose,3,"Black, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Female,56
119,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,9,"White, non-Hispanic",60+,BA or above,Independent,Female,74
120,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,4,Slightly oppose,19,"White, non-Hispanic",60+,BA or above,Independent,Female,64
